machine_id,equipment_age_years,temperature,vibration,pressure,downtime_hours_last_month,maintenance_count_last_year,safety_violations,accident_risk,humidity,operator_experience_years
39,5.0,70.45755724846738,0.4474042392438644,27.65429317460451,6.0,1,3,1,50,5
29,4.0,74.8006460475419,0.1328577451917958,22.859257522774517,43.0,8,3,1,50,5
15,6.0,63.43255774948052,0.5660130001625243,33.80652781704726,67.0,1,3,0,50,5
43,2.0,59.67204147737655,0.623985266479161,24.27049705008836,33.0,2,4,1,50,5
8,11.0,89.45384689582934,0.282183976770439,32.58258642198955,65.0,9,4,0,50,5
21,4.0,56.75930126107063,0.4688357051341794,34.864982726665005,68.0,1,4,0,50,5
39,15.0,98.28619008421566,0.5075723830017901,28.12253056823891,54.0,2,0,0,50,5
19,6.0,82.25151399381741,0.6169145255899137,35.91176422045892,9.0,5,1,1,50,5
23,17.0,81.79973075516756,0.5007606152246374,32.40891853930642,95.0,2,3,0,50,5
11,6.0,80.7546866749443,0.1747361292076831,26.52069289927612,41.0,9,0,0,50,5
11,19.0,72.47314311999037,0.3940124461075021,37.00714501133037,40.0,7,3,0,50,5
24,2.0,78.9208452970087,0.5449251570778039,24.291640891303047,76.0,10,0,0,50,5
36,15.0,73.11103312215525,0.6683056684079518,28.116497850482173,68.0,5,4,0,50,5
40,11.0,80.5307327644048,0.3764726781211506,28.968425981903355,9.0,6,3,1,50,5
24,8.0,74.66313473091284,0.937529974910004,33.02611850509128,9.0,0,4,0,50,5
3,19.0,65.49651816898265,0.121105386232607,35.577166486905675,90.0,2,3,0,50,5
22,13.0,66.29427383738243,0.3872599649884198,35.263957784513565,59.0,2,2,0,50,5
2,12.0,65.15727624707496,0.4833932793014454,31.11874159787153,50.0,1,0,0,50,5
24,5.0,84.7090073193431,0.4598501672894272,28.598654477682167,20.0,6,2,0,50,5
44,6.0,68.82553387540902,0.2535715340370335,20.87007879186185,7.0,8,0,0,50,5
30,4.0,55.8789683891514,0.5895723495503588,23.42927072772392,64.0,3,1,0,50,5
38,19.0,78.96838665848806,0.5742188102627844,38.83327744645717,91.0,11,3,0,50,5
2,1.0,90.14517562589582,0.5095922891963094,20.819640062487306,77.0,4,1,0,50,5
21,17.0,82.73083189177527,0.5663687726517032,26.07754678378945,84.0,2,1,0,50,5
33,12.0,68.96676434778288,0.4152447177103938,35.72303141025045,29.0,10,0,0,50,5
12,15.0,59.13188284404911,0.1765274099782864,31.048566495986837,84.0,8,2,0,50,5
22,1.0,73.6573189664249,0.356672025989551,34.64022535502846,48.0,3,4,1,50,5
44,14.0,73.40776121903289,0.5314109162818882,32.714141756353385,8.0,4,0,0,50,5
25,6.0,65.30800389686235,0.5325488829692792,37.34791268680444,16.0,0,4,0,50,5
49,5.0,80.51037302242537,0.5082758105171695,31.477136432824423,68.0,10,1,0,50,5
27,11.0,93.46626500830472,0.6097416535970064,33.31723864575756,57.0,11,4,0,50,5
42,4.0,77.22282717458285,0.3837707909099967,26.378767339708297,56.0,1,2,1,50,5
28,13.0,76.60476206998845,0.5053362114221072,32.93166487789068,61.0,11,0,0,50,5
16,11.0,65.62771951166178,0.6144185556809842,28.019369510053856,94.0,8,2,0,50,5
15,3.0,88.97414703060372,0.4830220362995293,27.73447066009644,51.0,1,2,0,50,5
47,1.0,74.24855833189983,0.2513352143187802,34.473617573235686,60.0,4,0,0,50,5
44,6.0,69.21036744805829,0.3077023260688925,34.50811688029682,39.0,7,2,1,50,5
3,18.0,75.63688393651616,0.6661704648558734,38.442210778730654,37.0,2,3,0,50,5
37,10.0,79.7196133324661,0.7784944325885146,38.116315927431,42.0,5,3,0,50,5
7,5.0,76.39215408644903,0.7350566215648098,34.586575806793874,62.0,3,3,0,50,5
21,10.0,87.06153395670592,0.546431189948407,21.39777194881644,18.0,10,4,0,50,5
9,12.0,78.83971552546862,0.2593734795966614,39.13840491474848,99.0,6,2,1,50,5
39,2.0,72.16058189117466,0.4987296886454263,34.589838353331814,49.0,9,0,0,50,5
18,13.0,79.0119221632689,0.8124510263900844,26.17069954956849,32.0,2,0,0,50,5
4,8.0,79.99637101125957,0.6236976760912951,33.64454577781391,12.0,5,4,0,50,5
25,2.0,62.03624080736158,0.4585044954632254,24.81367129518636,77.0,11,0,0,50,5
14,1.0,86.49419728263715,0.6257250465682433,33.09315060054871,96.0,9,3,0,50,5
9,5.0,71.99095980638641,0.246120958676879,23.418649794629506,61.0,8,2,0,50,5
26,9.0,72.2467677649457,0.3608657244303596,25.958907956066817,92.0,10,0,0,50,5
2,17.0,82.51375987075946,0.283161721795535,33.54964564600263,42.0,9,0,0,50,5
20,9.0,82.47165224259581,0.5939143636696865,35.36443371496447,48.0,0,1,0,50,5
28,11.0,67.99168321133914,0.6428206999440185,31.62718429716905,35.0,2,1,1,50,5
47,15.0,83.02901618145685,0.4692347945603267,28.569156816560145,9.0,1,1,0,50,5
7,6.0,69.39551848510476,0.3254140646520868,19.425668524915046,94.0,7,2,0,50,5
44,3.0,93.19573046698656,0.4960501812930745,28.9548945017432,5.0,6,3,0,50,5
8,17.0,66.71806018734236,0.4026840218652385,32.66742538412264,56.0,1,3,0,50,5
47,5.0,77.39477461705897,0.340765859061251,28.416174470321764,0.0,5,3,0,50,5
35,12.0,67.17982363092392,0.5677987370618492,29.887110294527908,70.0,2,2,1,50,5
14,18.0,97.22695629135076,0.3484015554962653,29.0719126604104,57.0,7,2,0,50,5
17,14.0,62.62179055912884,0.1867300534071814,28.391468910892836,90.0,9,1,0,50,5
36,11.0,80.24362747252911,0.2311771059273626,30.379386949799063,20.0,2,0,0,50,5
40,9.0,67.650895855222,0.17934790663681,28.636527089237696,91.0,9,4,0,50,5
4,2.0,71.45892358552013,0.5495023833152409,37.21644776815971,79.0,8,4,0,50,5
2,12.0,79.53537833745176,0.5300810876352328,18.967905758081336,55.0,0,0,0,50,5
6,3.0,87.24584437626143,0.5201040189016324,27.27078707014461,86.0,4,1,0,50,5
42,3.0,91.23396562299044,0.6175463304959885,25.648718882413878,19.0,2,0,0,50,5
4,1.0,59.6305203997368,0.7383917712234234,31.09555300017205,53.0,5,0,0,50,5
29,8.0,77.67751224364463,0.3815466938349769,30.385723929415636,24.0,9,4,0,50,5
18,8.0,89.59493603383521,0.5812954954476837,38.110965507747146,27.0,1,1,0,50,5
26,11.0,58.1468906123806,0.1840768985188245,39.75571024148897,4.0,8,2,0,50,5
44,9.0,78.14383494054847,0.7757419492526701,26.134582722147595,20.0,5,4,0,50,5
34,5.0,74.97916202579816,0.2510337523563686,30.002500325168143,17.0,6,2,0,50,5
10,14.0,79.14541814379788,0.3579837761919124,30.981522084621776,46.0,4,1,0,50,5
36,3.0,67.27695974673524,0.3804580972533815,26.01093125831332,69.0,8,0,0,50,5
14,5.0,60.6438117178656,0.1947458006555575,33.14191018018811,56.0,0,3,0,50,5
31,5.0,55.86893574820975,0.5065151154817124,28.80246315617528,92.0,4,3,0,50,5
48,19.0,84.76383953462103,0.5427807736402963,24.66182574699511,18.0,10,1,0,50,5
15,14.0,86.04049136483354,0.46211726580369,28.602158478667285,96.0,9,3,0,50,5
8,4.0,78.02685348995986,0.1919504735937846,25.01162713629676,64.0,10,2,0,50,5
14,13.0,69.65851650311903,0.8966772469703423,35.18323414709628,2.0,5,3,1,50,5
23,10.0,58.769541065342544,0.6098461593003296,39.50779627556835,41.0,6,1,0,50,5
40,18.0,80.63345462505023,1.0268444087299915,31.224096869472696,20.0,11,1,0,50,5
21,8.0,63.992207171633154,0.3389781520227415,30.556383840266378,98.0,3,2,0,50,5
16,8.0,67.88701375239462,0.6915764456353953,30.76217383437093,39.0,11,3,0,50,5
45,7.0,69.13435920437281,0.6558547774788327,35.911170144691575,66.0,0,3,0,50,5
18,8.0,73.02464774303031,0.4418849793805275,35.80349501798592,24.0,10,0,0,50,5
47,14.0,67.40959552791352,0.7822101802118449,29.421732157258845,54.0,7,4,0,50,5
24,19.0,75.33458770992303,0.4189179984772443,31.262949636895456,83.0,9,1,0,50,5
26,6.0,68.7818169949361,0.4278217161150786,33.263232035885395,51.0,3,0,0,50,5
25,1.0,82.01373064839223,-0.1942859783876765,24.31156271724633,43.0,2,1,0,50,5
45,15.0,85.31062913988053,0.5818056107485274,36.063041187102286,97.0,11,0,0,50,5
41,1.0,76.08542676028438,0.2348980176635187,38.67415945613614,84.0,6,4,0,50,5
29,17.0,79.62626335381103,0.3898557608608977,35.82516052419729,55.0,11,0,0,50,5
15,1.0,96.1785594962589,0.2947560722509945,23.772030441927225,54.0,1,1,0,50,5
45,15.0,63.27396743138684,0.4267536921363477,20.14999772290563,86.0,7,3,0,50,5
1,2.0,62.665318987198944,0.5887760460434871,33.54359336758966,69.0,5,1,0,50,5
25,14.0,81.94997900776875,0.5022283126097515,26.19905275518957,76.0,6,2,0,50,5
7,8.0,94.46542837514764,0.6419282581011614,31.43566677061493,86.0,4,2,0,50,5
9,8.0,72.39501438061278,0.7531259071171263,37.67574360003774,72.0,8,2,1,50,5
24,19.0,92.2683384221876,0.4262408126644329,26.71522411800795,80.0,4,2,1,50,5
1,7.0,75.9643371879349,0.4042865515967772,28.1122267179552,65.0,10,4,0,50,5
44,19.0,68.19112717960918,0.6915455307324019,31.38361486294158,18.0,4,3,0,50,5
8,6.0,65.09307611362297,0.7074094577479859,23.512451800088847,82.0,2,3,0,50,5
24,6.0,81.29413584886788,0.6481181736206094,26.210719019970615,6.0,10,1,0,50,5
11,3.0,65.85040932217304,0.3095642386521301,30.124287518756347,62.0,0,0,0,50,5
17,7.0,75.81276842767028,0.5845310131003207,28.497725655911243,41.0,1,1,0,50,5
8,19.0,90.83465025384092,0.5218941208094579,33.04203876899613,41.0,7,1,1,50,5
35,8.0,71.9321960712863,0.7105057882699326,43.829898072196336,58.0,0,1,0,50,5
35,10.0,88.14009474643899,0.3854255820924502,30.495691697090624,19.0,6,1,0,50,5
33,15.0,62.85456510273593,0.1666779417700167,25.791440269809957,72.0,4,3,0,50,5
5,15.0,69.660908986832,0.6380473600760546,37.09120177378782,16.0,2,0,1,50,5
42,1.0,60.92855973785083,-0.0116736766514204,22.05590762339889,26.0,11,1,0,50,5
39,7.0,75.72996755973358,0.353697319220734,23.055459144854463,46.0,11,3,0,50,5
41,4.0,82.80078179716583,0.2953608977363411,27.024482806761384,1.0,10,1,0,50,5
28,6.0,75.75187087606186,0.2940130658188506,28.585566397401877,62.0,6,2,1,50,5
7,1.0,87.27050059970152,0.3501937058089809,26.90463631741396,61.0,8,1,0,50,5
9,5.0,67.5082075937087,0.7434747139503259,29.84243837788489,99.0,1,1,1,50,5
8,1.0,77.25342753689067,0.6641110838012746,31.373709513731725,18.0,7,4,0,50,5
12,4.0,69.72530676386144,0.4496538636014989,35.34479767637569,16.0,8,2,0,50,5
34,2.0,78.61676585423655,0.7267246943718099,30.455941369218912,68.0,10,0,0,50,5
33,10.0,80.03736046212425,0.2875405689667252,27.190268761524493,38.0,2,1,0,50,5
48,5.0,80.82395959984063,0.2603433228505684,35.07322693219706,81.0,1,0,0,50,5
23,10.0,64.29405661764397,0.6727193318493181,25.911422621349345,70.0,6,2,1,50,5
24,1.0,66.10253898213432,0.6159286458645294,21.836986271563383,80.0,4,1,0,50,5
37,6.0,67.95712291808812,0.4079473196833353,36.02978008952271,38.0,4,4,0,50,5
35,13.0,72.61119252133403,0.2729078212603739,35.70926622405486,35.0,9,3,0,50,5
44,15.0,75.8718640420643,0.7919463750075881,26.03850803897947,39.0,4,4,0,50,5
40,4.0,82.08089121856676,0.1559794898104363,28.00450573089537,44.0,3,4,0,50,5
22,13.0,66.51901300660768,0.3803148129312879,25.415362273350357,3.0,4,3,0,50,5
27,15.0,58.98980702298248,0.5457153055035795,31.63312108782567,24.0,3,3,0,50,5
35,8.0,96.5574316320679,0.8604329616862891,38.66024645684041,68.0,5,3,0,50,5
1,5.0,63.6854697934757,0.576620042414644,33.51440899297561,29.0,3,1,1,50,5
35,15.0,83.36323722995552,0.5960609306026597,35.17862321291516,75.0,1,0,0,50,5
37,4.0,75.31266877248675,0.3861232599703745,34.09864165845506,67.0,8,0,1,50,5
47,12.0,77.5130564080638,0.6136960450549197,29.99940425720453,87.0,1,3,0,50,5
14,13.0,74.98449494164097,0.5210618641758173,35.41670218955658,28.0,8,4,0,50,5
3,2.0,71.15158118052875,0.1823070919164883,33.725152814564,72.0,9,2,0,50,5
1,19.0,79.63972282923459,0.6585869706986214,37.19722857576568,67.0,5,3,0,50,5
5,19.0,70.61412793742704,0.6940786779693703,27.702255294191215,50.0,8,4,1,50,5
26,4.0,86.6630274723679,0.6606730097642326,21.309441802273067,23.0,8,4,0,50,5
14,4.0,80.68441006256154,0.5066655851331604,35.22625507436539,13.0,2,1,0,50,5
39,11.0,80.99594113281493,0.3087646233700705,31.74884760303029,68.0,0,1,1,50,5
27,5.0,69.9287693994341,0.0381632537430268,28.51976949839382,17.0,0,0,0,50,5
9,11.0,72.63645262911004,0.5314107210802901,28.799235938462544,41.0,2,0,0,50,5
15,10.0,63.12087191357935,0.7163884119481698,42.77343162951058,56.0,4,2,0,50,5
15,8.0,71.46983943274438,0.6991064938166162,26.789026737328644,82.0,2,2,1,50,5
26,6.0,64.63424083643703,0.6632145686787696,25.73348346586833,11.0,11,2,0,50,5
42,6.0,88.13068515588715,0.4851578042901218,30.42642116746676,81.0,8,2,0,50,5
13,8.0,75.50535815594006,0.7174928348062994,35.90245438986481,16.0,8,4,0,50,5
32,15.0,76.7049723504043,0.6848323647711806,41.39200993264614,29.0,2,4,1,50,5
39,14.0,72.74853472649978,0.4154732878556884,33.286824816947856,87.0,2,0,0,50,5
49,11.0,76.97578922051407,0.6353196033231695,23.64795628010285,74.0,11,1,0,50,5
32,12.0,99.64877635857684,0.3928081709181417,39.85432135358899,98.0,4,1,0,50,5
4,13.0,71.99859715607509,0.6080048463233845,29.90265650461452,22.0,1,3,1,50,5
30,8.0,68.49586965290007,0.2401766711397865,25.811452840525156,80.0,5,4,1,50,5
37,18.0,80.29693132905443,0.2555576382654156,24.60303771450323,0.0,6,2,1,50,5
23,1.0,49.74281366397512,0.7116414093887815,34.18164359667728,78.0,8,2,0,50,5
39,15.0,75.63956786910933,0.6875120244409529,31.19414693093207,31.0,5,3,0,50,5
45,8.0,71.28287096707099,0.6267223081151663,31.72537688472925,8.0,2,1,0,50,5
15,11.0,65.07686733963905,0.5175937642105661,36.43251559535965,14.0,11,2,1,50,5
43,12.0,80.077576703115,0.0217451137951703,25.98922704245178,27.0,4,1,0,50,5
29,12.0,75.53988418445793,0.4850248123587021,36.83077314136824,23.0,3,3,0,50,5
36,4.0,56.97591092505783,0.5908366334379677,27.40421338603155,59.0,4,1,0,50,5
13,16.0,68.53470478807563,0.3930533504880817,40.82003686956178,34.0,7,1,0,50,5
32,4.0,46.11728794807276,0.3575011614383525,32.993695079965704,85.0,7,1,0,50,5
7,5.0,77.93269314133504,0.7888840776307384,25.39880735111812,26.0,5,2,0,50,5
22,5.0,77.83299418440157,0.4879422017216776,19.8729095833976,82.0,0,0,0,50,5
28,8.0,67.06718106166326,0.590959033928476,34.04462361139505,75.0,7,4,0,50,5
2,10.0,80.40112711683126,0.654826292323873,28.12909862004908,19.0,7,1,0,50,5
42,17.0,62.17501378878477,0.2997125846989844,29.222171527390824,64.0,1,1,0,50,5
45,9.0,65.33482974065006,0.5386414845428388,33.83098004587053,84.0,3,1,0,50,5
6,19.0,79.17190464382564,0.76392889889546,35.05206913125328,48.0,11,0,0,50,5
28,14.0,68.11333245037056,0.8638446366599443,36.118551703346455,0.0,1,3,0,50,5
28,8.0,74.37343043797556,0.5079872794429381,24.12579345808532,9.0,3,2,0,50,5
44,9.0,69.36350972573658,0.452411290530585,37.12947374812295,46.0,11,0,0,50,5
44,11.0,70.89068843700815,0.5538048136275067,27.104773319159253,58.0,9,1,0,50,5
20,1.0,71.32775784045008,0.5487274094055042,18.718750326258867,95.0,6,0,0,50,5
30,14.0,67.93243242781823,0.7773516132262307,24.10779826569977,61.0,8,0,0,50,5
11,5.0,78.02449714360124,0.3007216621665866,31.090125460662826,85.0,7,0,1,50,5
28,14.0,68.72071513246051,0.4440253827667956,25.105928769594303,17.0,11,3,0,50,5
25,4.0,75.15686713795603,0.2765717346246978,29.55977765411978,45.0,8,4,0,50,5
