machine_id,temperature,vibration,pressure,equipment_age_years,maintenance_count_last_year,safety_violations,downtime_hours_last_month,accident_risk
1,303.35,0.5374220374220374,0.5587467362924282,0.0,0,0,0.0,0
1,303.45,0.4878724878724879,0.6044386422976501,5.707762557077626e-06,0,0,0.05,0
1,303.3,0.5190575190575191,0.6449086161879896,9.512937595129377e-06,0,0,0.08333333333333333,0
1,303.4,0.49653499653499655,0.5156657963446476,1.3318112633181126e-05,0,0,0.11666666666666667,0
1,303.45,0.4878724878724879,0.5221932114882507,1.7123287671232875e-05,0,0,0.15,0
1,303.35,0.49376299376299376,0.5469973890339426,2.0928462709284628e-05,0,0,0.18333333333333332,0
1,303.35,0.5398475398475399,0.5535248041775457,2.6636225266362252e-05,0,0,0.23333333333333334,0
1,303.35,0.5291060291060291,0.524804177545692,3.0441400304414e-05,0,0,0.26666666666666666,0
1,303.5,0.5776160776160776,0.37336814621409925,3.424657534246575e-05,0,0,0.3,0
1,303.75,0.6032571032571032,0.3655352480417755,3.995433789954338e-05,0,0,0.35,0
1,303.65,0.6174636174636174,0.31201044386422977,4.5662100456621006e-05,0,0,0.4,0
1,303.85,0.49306999306999305,0.5783289817232377,5.517503805175038e-05,0,0,0.48333333333333334,0
1,303.85,0.46396396396396394,0.6671018276762403,6.468797564687976e-05,0,0,0.5666666666666667,0
1,303.9,0.6036036036036037,0.391644908616188,7.039573820395739e-05,0,0,0.6166666666666667,0
1,303.9,0.7051282051282052,0.2558746736292429,7.610350076103501e-05,0,0,0.6666666666666666,0
1,303.9,0.5343035343035343,0.6318537859007833,7.990867579908676e-05,0,0,0.7,0
1,303.9,0.45426195426195426,0.608355091383812,8.371385083713851e-05,0,0,0.7333333333333333,0
1,303.95,0.4885654885654886,0.5953002610966058,8.942161339421614e-05,0,0,0.7833333333333333,0
1,304.0,0.45252945252945254,0.7114882506527416,9.512937595129375e-05,0,0,0.8333333333333334,0
1,304.1,0.5654885654885655,0.42428198433420367,0.00010464231354642314,0,0,0.9166666666666666,0
1,304.1,0.4764379764379764,0.5574412532637076,0.00011035007610350077,0,0,0.9666666666666667,0
1,304.05,0.5024255024255024,0.5848563968668408,0.00011986301369863014,0,0,1.05,0
1,304.1,0.5478170478170478,0.4007832898172324,0.0001236681887366819,0,0,1.0833333333333333,0
1,304.2,0.6091476091476091,0.33550913838120106,0.00012937595129375952,0,0,1.1333333333333333,0
1,304.2,0.5408870408870409,0.4869451697127937,0.00013318112633181126,0,0,1.1666666666666667,0
2,304.25,0.6448371448371448,0.304177545691906,0.0001388888888888889,0,0,1.2166666666666666,0
2,304.3,0.5239085239085239,0.5091383812010444,0.00014269406392694063,0,0,1.25,0
2,304.25,0.6275121275121275,0.3211488250652742,0.0001464992389649924,0,0,1.2833333333333334,0
2,304.25,0.49861399861399863,0.5770234986945171,0.00015601217656012177,0,0,1.3666666666666667,0
2,304.2,0.5866250866250866,0.39295039164490864,0.00015981735159817351,0,0,1.4,0
2,304.3,0.46396396396396394,0.6292428198433421,0.00016362252663622526,0,0,1.4333333333333333,0
2,304.2,0.623007623007623,0.3328981723237598,0.00016933028919330288,0,0,1.4833333333333334,0
2,304.2,0.4916839916839917,0.6305483028720626,0.00017313546423135465,0,0,1.5166666666666666,0
2,304.1,0.5769230769230769,0.42428198433420367,0.0001769406392694064,0,0,1.55,0
2,303.95000000000005,0.5401940401940402,0.45300261096605754,0.00018074581430745814,0,0,1.5833333333333333,0
2,304.0,0.5031185031185031,0.6344647519582246,0.00018645357686453577,0,0,1.6333333333333333,0
2,304.04999999999995,0.5478170478170478,0.47911227154047004,0.0001921613394216134,0,0,1.6833333333333333,0
2,303.95000000000005,0.49861399861399863,0.5117493472584858,0.00019786910197869102,0,0,1.7333333333333334,0
2,304.04999999999995,0.47782397782397784,0.6618798955613577,0.00020167427701674276,0,0,1.7666666666666666,0
2,303.95000000000005,0.4677754677754678,0.685378590078329,0.00021118721461187213,0,0,1.85,0
2,303.95000000000005,0.47193347193347196,0.5926892950391646,0.0002149923896499239,0,0,1.8833333333333333,0
2,303.95000000000005,0.47401247401247404,0.6631853785900783,0.00021879756468797565,0,0,1.9166666666666667,0
2,303.95000000000005,0.47401247401247404,0.6409921671018277,0.0002226027397260274,0,0,1.95,0
2,304.0,0.4753984753984754,0.6331592689295039,0.00022831050228310502,0,0,2.0,0
2,303.95000000000005,0.51004851004851,0.6201044386422977,0.00023782343987823439,0,0,2.0833333333333335,0
2,303.95000000000005,0.5159390159390159,0.6409921671018277,0.000243531202435312,0,0,2.1333333333333333,0
2,303.85,0.6386001386001386,0.3368146214099217,0.0002473363774733638,0,0,2.1666666666666665,0
2,303.95000000000005,0.49133749133749133,0.6044386422976501,0.0002530441400304414,0,0,2.216666666666667,0
2,304.0,0.49376299376299376,0.7036553524804178,0.0002568493150684931,0,0,2.25,0
2,304.04999999999995,0.48925848925848925,0.5757180156657964,0.0002663622526636225,0,0,2.3333333333333335,0
3,304.0,0.9913374913374914,0.06005221932114883,0.00027207001522070015,1,0,2.3833333333333333,1
3,304.0,0.4792099792099792,0.7167101827676241,0.0002758751902587519,0,0,2.4166666666666665,0
3,303.9,0.5187110187110187,0.5718015665796344,0.00027968036529680364,0,0,2.45,0
3,303.85,0.5422730422730423,0.45822454308094,0.00028919330289193303,0,0,2.533333333333333,0
3,303.85,0.5859320859320859,0.39295039164490864,0.0002929984779299848,0,0,2.566666666666667,0
3,303.95000000000005,0.5239085239085239,0.5313315926892951,0.0002968036529680365,0,0,2.6,0
3,303.95000000000005,0.5117810117810118,0.5535248041775457,0.0003006088280060883,0,0,2.6333333333333333,0
3,303.95000000000005,0.5242550242550242,0.5261096605744126,0.00030441400304414006,0,0,2.6666666666666665,0
3,303.9,0.5755370755370756,0.3851174934725849,0.00030821917808219177,0,0,2.7,0
